Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,IsArrDelayed,IsDepDelayed
2004,1,2,5,10,2330,533,526,UA,464,N485UA,203,236,186,7,40,OAK,ORD,1835,5,12,0,,0,0,0,0,0,0,YES,YES
1996,1,10,3,648,650,830,832,HP,572,N138AW,102,102,91,-2,-2,COS,PHX,551,3,8,0,,0,,,,,,NO,NO
1990,1,23,2,1823,1805,2008,1939,US,29,,285,274,,29,18,IND,LAX,1814,,,0,,0,,,,,,YES,YES
1991,1,16,3,1843,1845,2009,2008,US,139,,86,83,,1,-2,CLE,CLT,430,,,0,,0,,,,,,YES,NO
2001,1,29,1,1335,1325,1455,1443,US,443,N445äâ,80,78,59,12,10,PHL,BTV,336,5,16,0,,0,,,,,,YES,YES
1995,1,2,1,1913,1915,2205,2157,AA,704,N723AA,232,222,215,8,-2,SJU,PHL,1576,4,13,0,,0,,,,,,YES,NO
2003,1,21,2,2338,2345,501,506,UA,1058,N841UA,203,201,186,-5,-7,LAS,ORD,1515,4,13,0,,0,,,,,,NO,NO
1990,1,24,3,903,900,1028,1025,US,34,,85,85,,3,3,SAN,SFO,447,,,0,,0,,,,,,YES,YES
1987,10,13,2,1251,1250,1343,1340,PS,1509,,52,50,,3,1,LAS,SNA,226,,,0,,0,,,,,,YES,YES
1988,1,26,2,822,825,948,927,PI,962,,86,62,,21,-3,GSO,BWI,278,,,0,,0,,,,,,YES,NO
1996,1,27,6,636,640,823,826,HP,484,N307AW,107,106,93,-3,-4,DEN,PHX,602,3,11,0,,0,,,,,,NO,NO
2006,1,12,4,727,730,832,841,US,2197,N753UW,65,71,42,-9,-3,BOS,LGA,185,8,15,0,,0,0,0,0,0,0,NO,NO
1990,1,14,7,808,810,907,902,US,41,,59,52,,5,-2,IAD,PIT,183,,,0,,0,,,,,,YES,NO
1999,1,7,4,1720,1715,1823,1825,WN,1297,N373,63,70,54,-2,5,ABQ,PHX,328,4,5,0,,0,,,,,,NO,YES
1991,1,28,1,1158,1200,1248,1300,US,132,,50,60,,-12,-2,EWR,BOS,200,,,0,,0,,,,,,NO,NO
2002,1,21,1,737,745,1024,1006,US,731,N120äæ,167,141,137,18,-8,MHT,CLT,737,7,23,0,,0,,,,,,YES,NO
2003,1,5,7,1516,1500,1814,1802,UA,1044,N948UA,118,122,84,12,16,ORD,ATL,606,13,21,0,,0,,,,,,YES,YES
1988,1,5,2,1921,1910,2018,2016,PI,948,,57,66,,2,11,CHO,LGA,305,,,0,,0,,,,,,YES,YES
1989,1,10,2,1528,1530,1651,1651,UA,211,,83,81,,0,-2,ORD,OMA,416,,,0,,0,,,,,,NO,NO
2001,1,26,5,1618,1620,1733,1748,US,438,N718äæ,75,88,63,-15,-2,PIT,CLT,366,4,8,0,,0,,,,,,NO,NO
2003,1,19,7,1728,1735,1830,1847,UA,1086,N369UA,62,72,49,-17,-7,BUR,SFO,326,6,7,0,,0,,,,,,NO,NO
2004,1,26,1,611,615,900,900,UA,472,N521UA,109,105,86,0,-4,LAS,DEN,629,8,15,0,,0,0,0,0,0,0,NO,NO
1990,1,23,2,1740,1740,2050,2047,US,32,,130,127,,3,0,MSY,PIT,918,,,0,,0,,,,,,YES,NO
1997,1,3,5,1448,1445,1642,1627,UA,1211,N7295U,114,102,95,15,3,DEN,PHX,602,3,16,0,,0,,,,,,YES,YES
1999,1,22,5,601,605,711,715,US,1035,N446US,70,70,52,-4,-4,ROC,PHL,257,5,13,0,,0,,,,,,NO,NO
1999,1,12,2,1733,1725,2007,1952,US,382,N226US,154,147,133,15,8,TPA,PHL,920,7,14,0,,0,,,,,,YES,YES
2007,1,2,2,1257,1250,1502,1515,WN,1863,N234,125,145,114,-13,7,HOU,MDW,937,5,6,0,,0,0,0,0,0,0,NO,YES
1989,1,19,4,746,747,900,858,UA,225,,134,131,,2,-1,PHL,ORD,678,,,0,,0,,,,,,YES,NO
2002,1,23,3,1130,1130,1303,1307,US,744,N527Aä,93,97,73,-4,0,PIT,BOS,496,6,14,0,,0,,,,,,NO,NO
2005,1,25,2,1641,1641,1928,1918,UA,593,N431UA,287,277,258,10,0,BOS,DEN,1754,5,24,0,,0,0,0,0,0,0,YES,NO
1996,1,8,1,1725,1719,1910,1858,HP,835,N164AW,105,99,85,12,6,COS,PHX,551,10,10,0,,0,,,,,,YES,YES
2007,1,2,2,925,925,1047,1100,WN,2529,N307SW,142,155,128,-13,0,AUS,PHX,872,4,10,0,,0,0,0,0,0,0,NO,NO
2004,1,9,5,1012,1020,1209,1225,UA,478,N454UA,117,125,101,-16,-8,MCO,IAD,758,3,13,0,,0,0,0,0,0,0,NO,NO
2003,1,11,6,1247,1254,1422,1437,UA,1072,N934UA,95,103,82,-15,-7,BOI,DEN,649,5,8,0,,0,,,,,,NO,NO
2008,1,3,4,1353,1350,1359,1355,WN,1188,N254WN,66,65,51,4,3,SDF,MDW,271,5,10,0,,0,,,,,,YES,YES
1990,1,3,3,1124,1020,1216,1118,US,47,,52,58,,58,64,PHL,ALB,212,,,0,,0,,,,,,YES,YES
2002,1,4,5,719,645,850,816,US,758,N725äæ,91,91,70,34,34,RDU,LGA,431,7,14,0,,0,,,,,,YES,YES
1991,1,13,7,838,840,1117,1109,US,144,,339,329,,8,-2,TPA,LAX,2158,,,0,,0,,,,,,YES,NO
1996,1,7,7,1143,1125,1327,1330,HP,854,N904AW,224,245,210,-3,18,CMH,PHX,1671,2,12,0,,0,,,,,,NO,YES
1987,10,20,2,1027,1029,1138,1144,PS,1475,,71,75,,-6,-2,SAN,OAK,446,,,0,,0,,,,,,NO,NO
1993,1,4,1,2108,2055,2229,2140,US,106,,261,225,,49,13,IND,LAS,1591,,,0,,0,,,,,,YES,YES
1988,1,21,4,733,735,847,849,PS,1447,,74,74,,-2,-2,BUR,OAK,325,,,0,,0,,,,,,NO,NO
2008,1,3,4,1620,1520,2144,2100,WN,78,N268WN,204,220,189,44,60,OAK,HOU,1642,3,12,0,,0,14,0,0,0,30,YES,YES
1998,1,21,3,1223,1220,1404,1409,UA,2761,N929UA,101,109,90,-5,3,DEN,PHX,602,2,9,0,,0,,,,,,NO,YES
1990,1,5,5,2057,2100,2247,2253,US,45,,110,113,,-6,-3,SFO,SEA,679,,,0,,0,,,,,,NO,NO
1990,1,27,6,1533,1535,1629,1635,US,44,,56,60,,-6,-2,ABE,PIT,253,,,0,,0,,,,,,NO,NO
1998,1,5,1,1510,1510,1730,1725,WN,506,N343,80,75,65,5,0,BUR,PHX,369,4,11,0,,0,,,,,,YES,NO
1990,1,22,1,1823,1820,1845,1838,US,45,,82,78,,7,3,PHX,BUR,369,,,0,,0,,,,,,YES,YES
2000,1,9,7,1148,1124,1330,1314,UA,2759,N369UA,102,110,80,16,24,DEN,PHX,602,3,19,0,,0,,,,,,YES,YES
1988,1,28,4,1146,1147,1255,1255,PS,1445,,69,68,,0,-1,BUR,OAK,325,,,0,,0,,,,,,NO,NO
2002,1,25,5,742,740,848,829,US,793,N338äâ,66,49,48,19,2,RDU,CLT,130,10,8,0,,0,,,,,,YES,YES
2002,1,29,2,1251,1300,1351,1359,US,752,N373äâ,60,59,43,-8,-9,SAV,CLT,213,4,13,0,,0,,,,,,NO,NO
1993,1,2,6,2205,2145,2258,2247,US,86,,53,62,,11,20,PIT,DCA,205,,,0,,0,,,,,,YES,YES
2007,1,2,2,1738,1735,1857,1900,WN,368,N366,79,85,67,-3,3,MDW,MCI,405,5,7,0,,0,0,0,0,0,0,NO,YES
2002,1,9,3,1738,1740,1945,2005,US,761,N725äæ,127,145,106,-20,-2,BOS,CLT,728,4,17,0,,0,,,,,,NO,NO
1991,1,1,2,602,600,648,659,US,116,,46,59,,-11,2,RNO,SFO,192,,,0,,0,,,,,,NO,YES
1997,1,12,7,1644,1520,1936,1805,WN,1364,N620,232,225,216,91,84,BNA,PHX,1448,6,10,0,,0,,,,,,YES,YES
1997,1,26,7,820,820,1124,1110,WN,440,N619,244,230,232,14,0,BNA,PHX,1448,2,10,0,,0,,,,,,YES,NO
2005,1,23,7,1456,1350,1658,1608,UA,570,N539UA,62,78,43,50,66,ORD,CLE,316,3,16,0,,0,14,0,0,0,36,YES,YES
1999,1,24,7,1138,1139,1251,1249,US,1783,N854US,73,70,63,2,-1,ROC,PHL,257,4,6,0,,0,,,,,,YES,NO
1989,1,23,1,1531,1530,1649,1651,UA,211,,78,81,,-2,1,ORD,OMA,416,,,0,,0,,,,,,NO,YES
2001,1,5,5,,1745,,1836,US,418,äNKNOæ,,51,,,,CLT,ROA,155,0,0,1,,0,,,,,,YES,YES
2001,1,15,1,1930,1736,2100,1851,US,392,N395äâ,90,75,63,129,114,ROC,BOS,343,21,6,0,,0,,,,,,YES,YES
1988,1,10,7,1921,1910,2019,2016,PI,948,,58,66,,3,11,CHO,LGA,305,,,0,,0,,,,,,YES,YES
2003,1,31,5,1603,1600,1725,1721,UA,1077,N932UA,82,81,67,4,3,SFO,SAN,447,2,13,0,,0,,,,,,YES,YES
1991,1,5,6,1350,1315,1444,1413,US,128,,54,58,,31,35,PIT,ROC,224,,,0,,0,,,,,,YES,YES
2001,1,13,6,2134,2055,2250,2224,US,399,N830äâ,136,149,118,26,39,PIT,MCI,773,5,13,0,,0,,,,,,YES,YES
1987,10,21,3,659,700,809,807,PS,1517,,70,67,,2,-1,LAX,SFO,337,,,0,,0,,,,,,YES,NO
2004,1,30,5,1213,1155,1441,1444,UA,499,N573UA,208,229,186,-3,18,ORD,PHX,1440,5,17,0,,0,0,0,0,0,0,NO,YES
1998,1,30,5,1238,1242,1503,1500,HP,2545,N155AW,85,78,67,3,-4,BUR,PHX,369,6,12,0,,0,,,,,,YES,NO
1988,1,21,4,1732,1728,1813,1813,PI,948,,41,45,,0,4,CLT,LYH,175,,,0,,0,,,,,,NO,YES
2008,1,3,4,1419,1400,1534,1515,WN,420,N268WN,75,75,65,19,19,LAX,OAK,337,4,6,0,,0,12,0,0,0,7,YES,YES
2006,1,11,3,1718,1714,1928,1940,US,750,N667AW,190,206,172,-12,4,MSP,PHX,1276,4,14,0,,0,0,0,0,0,0,NO,YES
1998,1,12,1,1844,1825,2043,2015,HP,2249,N184AW,119,110,92,28,19,DEN,PHX,602,9,18,0,,0,,,,,,YES,YES
2002,1,18,5,1329,1330,1446,1450,US,788,N514Aä,77,80,56,-4,-1,PHL,BOS,280,5,16,0,,0,,,,,,NO,NO
1997,1,13,1,1624,1510,1839,1725,WN,506,N503,75,75,66,74,74,BUR,PHX,369,4,5,0,,0,,,,,,YES,YES
2001,1,19,5,2053,2055,2230,2224,US,399,N815äâ,157,149,121,6,-2,PIT,MCI,773,5,31,0,,0,,,,,,YES,NO
2005,1,14,5,600,600,714,704,UA,601,N820UA,134,124,101,10,0,DCA,ORD,612,20,13,0,,0,0,0,0,0,0,YES,NO
2003,1,24,5,1324,1325,1637,1627,UA,1076,N840UA,133,122,95,10,-1,ORD,BTV,763,6,32,0,,0,,,,,,YES,NO
1989,1,14,6,1028,1030,1145,1143,UA,219,,137,133,,2,-2,EWR,ORD,719,,,0,,0,,,,,,YES,NO
2002,1,23,3,927,930,1119,1122,US,796,N739äæ,112,112,89,-3,-3,CLT,BDL,644,3,20,0,,0,,,,,,NO,NO
2002,1,22,2,810,810,1030,1032,US,735,N353äâ,200,202,174,-2,0,PHL,MCI,1038,3,23,0,,0,,,,,,NO,NO
1992,1,10,5,854,855,1154,1142,US,59,,180,167,,12,-1,PIT,FLL,994,,,0,,0,,,,,,YES,NO
1998,1,1,4,1125,1125,1311,1314,UA,2759,N392UA,106,109,88,-3,0,DEN,PHX,602,3,15,0,,0,,,,,,NO,NO
2006,1,11,3,1258,1255,1544,1436,US,896,N770UW,166,101,94,68,3,CLT,LGA,544,8,64,0,,0,0,0,68,0,0,YES,YES
1990,1,26,5,1239,1120,1339,1215,US,57,,60,55,,84,79,LAS,BUR,223,,,0,,0,,,,,,YES,YES
2004,1,2,5,2024,1650,4,1926,UA,489,N488UA,340,276,297,278,214,ORD,SJC,1829,5,38,0,,0,0,0,65,0,213,YES,YES
1989,1,13,5,729,730,1014,1022,UA,204,,105,112,,-8,-1,ORD,EWR,719,,,0,,0,,,,,,NO,NO
2005,1,20,4,1844,1831,2025,2012,UA,558,N527UA,101,101,75,13,13,SFO,PDX,550,7,19,0,,0,0,0,0,0,0,YES,YES
1989,1,3,2,1717,1708,1842,1822,UA,227,,145,134,,20,9,DEN,LAX,862,,,0,,0,,,,,,YES,YES
1987,10,30,5,1244,1240,1355,1337,PS,1525,,71,57,,18,4,LAS,LAX,236,,,0,,0,,,,,,YES,YES
1990,1,15,1,1850,1850,1948,1948,US,42,,58,58,,0,0,EWR,SYR,194,,,0,,0,,,,,,NO,NO
2008,1,3,4,1153,1145,1351,1400,WN,1481,N227WN,178,195,150,-9,8,PHX,SEA,1107,5,23,0,,0,,,,,,NO,YES
2008,1,3,4,1106,1015,1203,1110,WN,891,N400WN,57,55,44,53,51,RNO,OAK,180,5,8,0,,0,17,0,2,0,34,YES,YES
1992,1,17,5,1443,1440,1528,1530,US,65,,45,50,,-2,3,MCI,ICT,186,,,0,,0,,,,,,NO,YES
2008,1,3,4,2241,1910,2340,2010,WN,1072,N369SW,59,60,43,210,211,LAS,BUR,223,3,13,0,,0,114,0,0,0,96,YES,YES
2002,1,5,6,1141,1130,1303,1311,US,744,N514Aä,82,101,63,-8,11,PIT,BOS,496,9,10,0,,0,,,,,,NO,YES
2002,1,28,1,1341,1345,1419,1429,US,766,N857äâ,38,44,23,-10,-4,CLT,GSO,83,3,12,0,,0,,,,,,NO,NO
2003,1,15,3,1328,1330,1608,1630,UA,1060,N809UA,100,120,79,-22,-2,ORD,ATL,606,5,16,0,,0,,,,,,NO,NO
2005,1,7,5,1028,805,1139,910,UA,559,N364UA,131,125,106,149,143,MDT,ORD,594,5,20,0,,0,143,0,6,0,0,YES,YES
1995,1,5,4,1841,1840,1948,1949,US,931,N419US,67,69,54,-1,1,PVD,PHL,238,4,9,0,,0,,,,,,NO,YES
2003,1,9,4,1808,1805,1925,1930,UA,1049,N923UA,77,85,64,-5,3,SFO,SAN,447,2,11,0,,0,,,,,,NO,YES
1988,1,25,1,1432,1433,1527,1529,PS,1478,,55,56,,-2,-1,SAN,LAS,258,,,0,,0,,,,,,NO,NO
2004,1,8,4,1346,1330,1607,1546,UA,474,N395UA,81,76,54,21,16,ORD,DTW,235,8,19,0,,0,16,0,5,0,0,YES,YES
2000,1,24,1,1310,1250,1425,1415,WN,639,N362,135,145,122,10,20,AUS,PHX,872,3,10,0,,0,,,,,,YES,YES
1997,1,1,3,1718,1720,1830,1839,HP,2808,N306AW,132,139,117,-9,-2,AUS,PHX,872,5,10,0,,0,,,,,,NO,NO
2003,1,12,7,723,725,917,911,UA,1033,N813UA,174,166,151,6,-2,TPA,ORD,1012,4,19,0,,0,,,,,,YES,NO
2007,1,2,2,1819,1820,1941,1945,WN,591,N728SW,82,85,67,-4,-1,JAX,ORF,543,4,11,0,,0,0,0,0,0,0,NO,NO
1988,1,2,6,1613,1610,1630,1630,PI,944,,17,20,,0,3,UCA,SYR,37,,,0,,0,,,,,,NO,YES
1989,1,4,3,1547,1540,1815,1755,UA,209,,268,255,,20,7,ORD,PDX,1739,,,0,,0,,,,,,YES,YES
2007,1,1,1,810,810,909,910,WN,1919,N667SW,59,60,47,-1,0,STL,MDW,251,4,8,0,,0,0,0,0,0,0,NO,NO
1996,1,7,7,905,830,1157,1109,US,175,N422US,292,279,242,48,35,CLT,PHX,1774,4,46,0,,0,,,,,,YES,YES
1989,1,28,6,2045,1730,2353,2047,UA,236,,128,137,,186,195,DEN,ORD,888,,,0,,0,,,,,,YES,YES
1989,1,20,5,628,630,908,915,UA,216,,100,105,,-7,-2,DEN,DFW,641,,,0,,0,,,,,,NO,NO
2000,1,4,2,1024,1025,1207,1218,UA,2757,N912UA,103,113,89,-11,-1,DEN,PHX,602,2,12,0,,0,,,,,,NO,NO
2001,1,10,3,1648,1650,1739,1745,US,378,N865äâ,51,55,35,-6,-2,CLT,ILM,185,5,11,0,,0,,,,,,NO,NO
1995,1,15,7,1000,950,1257,1243,UA,1876,N979UA,117,113,100,14,10,ORD,PHL,678,6,11,0,,0,,,,,,YES,YES
1997,1,5,7,1423,1415,1547,1535,WN,743,N68,144,140,135,12,8,AUS,PHX,872,2,7,0,,0,,,,,,YES,YES
1989,1,19,4,1359,1400,1955,2001,UA,212,,236,241,,-6,-1,LAX,ORD,1745,,,0,,0,,,,,,NO,NO
1993,1,25,1,801,800,1104,1116,US,80,,123,136,,-12,1,MSY,DCA,969,,,0,,0,,,,,,NO,YES
1987,10,30,5,2105,2105,2203,2200,PS,1496,,58,55,,3,0,SNA,LAS,226,,,0,,0,,,,,,YES,NO
2002,1,18,5,957,1000,1130,1127,US,774,N505Aä,93,87,72,3,-3,CLE,CLT,430,6,15,0,,0,,,,,,YES,NO
1988,1,25,1,1409,1410,1600,1530,PI,948,,111,80,,30,-1,EWR,ROA,389,,,0,,0,,,,,,YES,NO
1992,1,4,6,1354,1355,1507,1510,US,54,,73,75,,-3,-1,CLT,IAD,321,,,0,,0,,,,,,NO,NO
1994,1,29,6,658,700,855,851,US,237,,117,111,,4,-2,BOS,PIT,496,,,0,,0,,,,,,YES,NO
2007,1,2,2,1936,1930,2100,2105,WN,1904,N359,84,95,73,-5,6,MCO,RDU,534,2,9,0,,0,0,0,0,0,0,NO,YES
2007,1,2,2,1020,1020,1611,1550,WN,2425,N738,231,210,205,21,0,LAS,MDW,1521,4,22,0,,0,0,0,21,0,0,YES,NO
2005,1,19,3,1503,1350,2122,1944,UA,544,N842UA,259,234,218,98,73,SMF,ORD,1781,5,36,0,,0,0,0,98,0,0,YES,YES
1998,1,25,7,1514,1514,1726,1730,HP,2402,N155AW,72,76,58,-4,0,BUR,PHX,369,4,10,0,,0,,,,,,NO,NO
1990,1,19,5,1134,1135,1238,1245,US,56,,64,70,,-7,-1,TYS,PIT,382,,,0,,0,,,,,,NO,NO
2000,1,9,7,1113,1113,1330,1330,HP,2029,N631AW,257,257,226,0,0,CMH,PHX,1671,18,13,0,,0,,,,,,NO,NO
1988,1,31,7,822,820,912,924,PS,1440,,50,64,,-12,2,LAX,LAS,236,,,0,,0,,,,,,NO,YES
1991,1,25,5,938,930,1018,1000,US,119,,100,90,,18,8,IND,MCI,451,,,0,,0,,,,,,YES,YES
2003,1,24,5,1815,1820,2034,2050,UA,1066,N923UA,79,90,68,-16,-5,DEN,TUL,541,2,9,0,,0,,,,,,NO,NO
1997,1,17,5,857,815,1112,1021,DL,989,N657DL,255,246,224,51,42,ATL,PHX,1587,6,25,0,,0,,,,,,YES,YES
2007,1,2,2,1531,1530,1643,1640,WN,2644,N698SW,72,70,60,3,1,JAX,FLL,318,4,8,0,,0,0,0,0,0,0,YES,YES
1989,1,7,6,1540,1540,2305,2241,UA,196,,325,301,,24,0,HNL,LAX,2556,,,0,,0,,,,,,YES,NO
1992,1,4,6,849,840,1119,1106,US,71,,330,326,,13,9,PIT,LAX,2136,,,0,,0,,,,,,YES,YES
1995,1,13,5,1830,1815,1951,1945,US,1561,N575US,81,90,69,6,15,PWM,PHL,365,4,8,0,,0,,,,,,YES,YES
1997,1,1,3,1325,1305,1420,1415,WN,1579,N50,55,70,45,5,20,ABQ,PHX,328,2,8,0,,0,,,,,,YES,YES
1989,1,17,2,1357,1400,1931,2001,UA,212,,214,241,,-30,-3,LAX,ORD,1745,,,0,,0,,,,,,NO,NO
1996,1,14,7,1710,1710,1826,1830,HP,416,N306AW,136,140,120,-4,0,AUS,PHX,872,6,10,0,,0,,,,,,NO,NO
2007,1,2,2,1305,1305,1402,1410,WN,33,N271,57,65,47,-8,0,LIT,DAL,296,3,7,0,,0,0,0,0,0,0,NO,NO
2005,1,21,5,1003,1005,1540,1551,UA,584,N407UA,217,226,193,-11,-2,DEN,BOS,1754,12,12,0,,0,0,0,0,0,0,NO,NO
1987,10,13,2,2030,1955,2207,2103,PS,1529,,97,68,,64,35,BUR,SFO,326,,,0,,0,,,,,,YES,YES
1993,1,13,3,1333,1330,1541,1543,US,108,,128,133,,-2,3,MCO,PIT,834,,,0,,0,,,,,,NO,YES
1987,10,23,5,855,842,1053,1030,PS,1517,,118,108,,23,13,SFO,GEG,733,,,0,,0,,,,,,YES,YES
1995,1,15,7,1819,1815,2113,2100,US,111,N252AU,114,105,100,13,4,ORD,PHL,678,6,8,0,,0,,,,,,YES,YES
1996,1,9,2,803,0,929,0,AA,1673,N510AA,146,154,128,-6,2,DFW,PHX,868,4,14,0,,0,,,,,,NO,YES
2001,1,26,5,1053,1055,1114,1120,US,429,N441äâ,81,85,62,-6,-2,CLT,BNA,329,5,14,0,,0,,,,,,NO,NO
2008,1,3,4,1605,1520,1739,1645,WN,783,N306SW,94,85,68,54,45,LAS,SJC,386,5,21,0,,0,10,0,9,0,35,YES,YES
2001,1,6,6,,1911,,2138,US,402,äNKNOæ,,87,,,,MEM,CLT,512,0,0,1,,0,,,,,,YES,YES
1990,1,10,3,1523,1435,1729,1645,US,51,,126,130,,44,48,PIT,MCO,834,,,0,,0,,,,,,YES,YES
2007,1,2,2,1921,1925,2034,2040,WN,1603,N375,73,75,59,-6,-4,JAN,HOU,359,6,8,0,,0,0,0,0,0,0,NO,NO
1990,1,2,2,2131,2100,2234,2159,US,34,,63,59,,35,31,BWI,LGA,185,,,0,,0,,,,,,YES,YES
1997,1,9,4,1510,1510,1609,1620,WN,1427,N359,59,70,51,-11,0,ABQ,PHX,328,4,4,0,,0,,,,,,NO,NO
1998,1,21,3,2132,2130,2309,2314,UA,2775,N392UA,97,104,82,-5,2,DEN,PHX,602,5,10,0,,0,,,,,,NO,YES
1991,1,30,3,1020,1020,1226,1234,US,126,,126,134,,-8,0,MCO,PIT,834,,,0,,0,,,,,,NO,NO
1990,1,4,4,1844,1805,2002,1939,US,29,,258,274,,23,39,IND,LAX,1814,,,0,,0,,,,,,YES,YES
2003,1,13,1,2110,2115,2339,2350,UA,1042,N843UA,149,155,132,-11,-5,IAD,MIA,921,4,13,0,,0,,,,,,NO,NO
2002,1,21,1,2057,2100,2239,2236,US,761,N767äæ,162,156,137,3,-3,CLT,MCI,809,4,21,0,,0,,,,,,YES,NO
1993,1,30,6,1051,1050,1233,1258,US,103,,102,128,,-25,1,LGA,GSP,610,,,0,,0,,,,,,NO,YES
1997,1,24,5,1627,1550,1827,1747,DL,411,N663DN,240,237,227,40,37,ATL,PHX,1587,4,9,0,,0,,,,,,YES,YES
1990,1,23,2,930,900,1045,1025,US,34,,75,85,,20,30,SAN,SFO,447,,,0,,0,,,,,,YES,YES
1987,10,16,5,1809,1800,1913,1901,PS,1463,,64,61,,12,9,BUR,OAK,325,,,0,,0,,,,,,YES,YES
2008,1,3,4,1448,1410,1707,1655,WN,3316,N290WN,319,345,305,12,38,PHL,LAS,2176,5,9,0,,0,,,,,,YES,YES
2003,1,13,1,1749,1755,1858,1854,UA,1071,N420UA,189,179,168,4,-6,DTW,DEN,1123,6,15,0,,0,,,,,,YES,NO
2006,1,11,3,1857,1900,2131,2143,US,311,N171UW,154,163,139,-12,-3,PHL,PBI,951,5,10,0,,0,0,0,0,0,0,NO,NO
2005,1,24,1,1831,1831,2007,2012,UA,558,N574UA,96,101,71,-5,0,SFO,PDX,550,4,21,0,,0,0,0,0,0,0,NO,NO
2002,1,9,3,1752,1750,2023,2037,US,803,N613Aä,151,167,120,-14,2,PHL,FLL,992,4,27,0,,0,,,,,,NO,YES
2005,1,19,3,625,627,732,756,UA,567,N342UA,127,149,113,-24,-2,DEN,LAX,862,4,10,0,,0,0,0,0,0,0,NO,NO
2008,1,3,4,647,640,931,915,WN,3760,N672SW,104,95,84,16,7,MDW,IAD,577,5,15,0,,0,0,7,9,0,0,YES,YES
1994,1,22,6,650,650,929,924,US,229,,159,154,,5,0,PBI,PHL,951,,,0,,0,,,,,,YES,NO
1992,1,2,4,1006,955,1259,1239,US,59,,173,164,,20,11,PIT,FLL,994,,,0,,0,,,,,,YES,YES
2006,1,11,3,1452,1500,1538,1546,US,1626,N804MD,46,46,39,-8,-8,EYW,FLL,145,2,5,0,,0,0,0,0,0,0,NO,NO
1994,1,7,5,1409,1410,1440,1454,US,233,,31,44,,-14,-1,CLT,FAY,118,,,0,,0,,,,,,NO,NO
1992,1,26,7,848,840,1119,1106,US,71,,331,326,,13,8,PIT,LAX,2136,,,0,,0,,,,,,YES,YES
1999,1,8,5,1407,1153,1733,1255,US,554,N960VJ,206,62,47,278,134,SYR,PHL,228,116,43,0,,0,,,,,,YES,YES
2001,1,19,5,1740,1650,1846,1745,US,378,N885äâ,66,55,36,61,50,CLT,ILM,185,2,28,0,,0,,,,,,YES,YES
2008,1,3,4,1024,1015,1504,1505,WN,304,N326SW,160,170,148,-1,9,LAX,AUS,1242,5,7,0,,0,,,,,,NO,YES
2006,1,12,4,1312,1310,1423,1427,US,1115,N383US,71,77,49,-4,2,CLT,JAX,329,4,18,0,,0,0,0,0,0,0,NO,YES
2007,1,2,2,1228,1220,1523,1520,WN,877,N720,175,180,166,3,8,ISP,PBI,1052,4,5,0,,0,0,0,0,0,0,YES,YES
1994,1,16,7,1329,1310,1613,1555,US,228,,104,105,,18,19,ORD,CLT,599,,,0,,0,,,,,,YES,YES
1994,1,4,2,,1230,,1343,US,272,,,133,,,,PIT,MCI,773,,,1,,0,,,,,,YES,YES
2008,1,3,4,2059,1620,2216,1750,WN,1924,N761RR,77,90,60,266,279,SFO,LAS,414,6,11,0,,0,3,0,0,0,263,YES,YES
2003,1,24,5,1839,1845,2001,2012,UA,1054,N319UA,82,87,68,-11,-6,SAN,SFO,447,3,11,0,,0,,,,,,NO,NO
2005,1,23,7,,720,,858,UA,563,0,,158,,,,MHT,ORD,843,0,0,1,B,0,0,0,0,0,0,YES,YES
1988,1,18,1,1954,1910,2112,2027,PS,1427,,78,77,,45,44,BUR,SFO,326,,,0,,0,,,,,,YES,YES
2002,1,24,4,1324,1300,1531,1518,US,782,N427äâ,127,138,110,13,24,MCO,PIT,834,4,13,0,,0,,,,,,YES,YES
1994,1,18,2,1616,1600,1840,1809,US,239,,144,129,,31,16,PIT,MCO,834,,,0,,0,,,,,,YES,YES
2004,1,6,2,947,900,1153,1035,UA,467,N311UA,246,215,222,78,47,CLT,DEN,1337,6,18,0,,0,47,0,31,0,0,YES,YES
2005,1,23,7,,740,,855,UA,589,0,,135,,,,RIC,ORD,642,0,0,1,B,0,0,0,0,0,0,YES,YES
2006,1,12,4,1433,1435,1540,1550,US,1022,N531AU,67,75,56,-10,-2,CLT,DCA,331,4,7,0,,0,0,0,0,0,0,NO,NO
1988,1,23,6,1358,1400,1520,1515,PS,1418,,82,75,,5,-2,SFO,LAX,337,,,0,,0,,,,,,YES,NO
1998,1,6,2,822,810,1050,1110,WN,440,N353,208,240,195,-20,12,BNA,PHX,1448,3,10,0,,0,,,,,,NO,YES
2000,1,22,6,1755,1755,2000,2010,WN,935,N315,65,75,56,-10,0,BUR,PHX,369,3,6,0,,0,,,,,,NO,NO
1989,1,6,5,1426,1345,1539,1442,UA,211,,133,117,,57,41,BWI,ORD,622,,,0,,0,,,,,,YES,YES
2001,1,9,2,1905,1911,2139,2138,US,402,N850äâ,94,87,78,1,-6,MEM,CLT,512,6,10,0,,0,,,,,,YES,NO
